SeniorCitizen,tenure,MonthlyCharges,TotalCharges,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Churn
0,-1.2821194970342338,-1.314149462527029,-0.9953861445363241,0,0,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,1.5730873906391682,1.1348198111767192,2.0674306613565125,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0
0,1.613876060463074,-0.31426458922814793,0.8301215820775862,1,1,1,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,0,1,1,1,0,0,0
0,-1.2821194970342338,0.8636363929608828,-0.9666222462487609,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
0,-0.1400367419648729,0.040103926599907705,-0.1661992065063767,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1.450721381167451,-0.026444151489868055,0.8947469639444493,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
0,-0.8334441289712705,1.1581116385081407,-0.46227618551831556,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1
1,-0.6702894496756475,0.7222217270201092,-0.4435763555391587,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
1,-0.7518667893234591,0.51425898298956,-0.541536216934084,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
0,0.8796800036327707,-0.1295936725290203,0.4362825072051669,1,0,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0
0,-1.2821194970342338,-0.5072540156884978,-0.9847287796245837,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1,-0.9965988082668935,0.6357092255034009,-0.7369725128619586,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1
0,1.1652006924001108,0.7172306211633763,1.2678865795449936,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0
0,1.2467780320479223,-0.4739799766436099,0.4091227071414325,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
0,0.3086386260980903,-0.026444151489868055,0.07472316234377144,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0
1,0.7165253243371477,1.459241691864376,1.3806568820749971,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0
0,0.3086386260980903,-0.09964703738862125,0.15679585913830843,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0
0,-1.078176147914705,-1.3241316742404952,-0.9313980071693384,1,1,0,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-1.2821194970342338,-1.4855107636082014,-0.997649461208302,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0
0,0.023117937330750068,-1.4905018694649346,-0.7519147976866668,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.8334441289712705,0.46434792442222816,-0.621235727315285,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0
0,-1.2821194970342338,1.023351780376345,-0.9645127472146844,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1
0,-0.5479234402039304,-1.4655463401812687,-0.8010924939185742,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,0.512581975217619,0.7438498523992866,0.725745327787345,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1
0,1.124412022576205,-0.8416581080896209,0.05896784143301297,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
1,-1.2413308272103278,-0.49061699616605386,-0.9559648813370205,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
0,-1.2005421573864221,-0.9913912837916163,-0.9621175868530768,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
0,-1.2413308272103278,0.46933903027896157,-0.9434177568739198,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
0,1.3283553716957337,-1.4971566772739122,-0.4384783995401406,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.5071347703800245,-1.3457597996196722,-0.7943684657474555,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-0.7518667893234591,-1.4805196577514683,-0.8780452607658215,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.5533706450415247,-1.4871744655604457,-0.6349254970885103,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,-1.1189648177386107,-1.4905018694649346,-0.9691492502999983,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-1.1597534875625164,0.5076041751805828,-0.8659815631646968,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,-0.26240275143659014,0.33624287409941,-0.16786922657502065,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0
0,1.5730873906391682,-1.4638826382290244,-0.35031891907436213,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,-1.2821194970342338,0.3478887877651206,-0.9734341702129661,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
1,-1.0373874780907992,0.6473551391691115,-0.7386205589823308,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1.613876060463074,1.417649143058266,2.4449870405596545,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-1.2413308272103278,-0.6569871913904932,-0.9632602321632014,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
1,0.2270612864502788,-1.4871744655604457,-0.6831363395964658,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.2678499562741845,-0.5022629098317647,-0.14026994754585365,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,0.7165253243371477,1.1897219756007844,1.2742370505954945,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
0,-0.4255574307322131,-0.48396218835707616,-0.5236274490927058,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0
1,1.2467780320479223,0.8220438441547729,1.4276371834797417,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
0,-0.8334441289712705,0.9751044237612574,-0.5468099645192751,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1,-0.8742327987951762,0.1765274866839483,-0.6397158178117255,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
1,1.5730873906391682,1.337791449350535,2.310682268723453,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,1,0,0,1
0,-0.8334441289712705,-1.5137936967963561,-0.9194881272061152,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0
0,-0.915021468619082,1.1198464936065196,-0.563312399671269,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
1,0.7573139941610534,0.4194279717116297,0.666701328781476,0,1,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1
0,-1.078176147914705,-0.48396218835707616,-0.8683108016814896,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.8742327987951762,0.808734228536818,-0.5713328907904138,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0
0,1.4915100509913568,0.6506825430736006,1.5637877669707594,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.3086386260980903,-1.4888381675126903,-0.6528342649298885,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.5479234402039304,-1.3074946547180513,-0.7930060809546144,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,0.512581975217619,1.6888325612741026,1.2460005270664503,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-0.30319142126049586,-1.4672100421335132,-0.8043006903662321,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.05845940231706142,0.8120616324413066,0.23410020915790183,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,1.2467780320479223,-1.319140568383762,-0.3152265236845695,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
1,-0.8742327987951762,0.4743301361356949,-0.6427921705697537,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.30319142126049586,-0.37415785950894626,-0.410857146562702,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
0,0.349427295921996,0.998396251092679,0.684566148726311,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,-0.6295007798517418,-1.4572278304200468,-0.8371077951357753,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,-0.26240275143659014,-1.4722011479902464,-0.7448391863432021,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0
0,-0.7110781194995532,0.7737964875396859,-0.39540946092774637,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
0,-1.1597534875625164,0.8902556241967934,-0.845963296289242,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,-1.2005421573864221,1.1348198111767192,-0.8802426555929844,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1
0,1.5730873906391682,0.28134070967534486,1.2587454170639956,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0
0,1.0836233527522994,-1.3124857605747844,-0.3323662033364407,0,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.7110781194995532,1.0250154823285893,-0.3688209835190744,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1.613876060463074,1.6721955417516585,2.662858737672863,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0
0,1.613876060463074,0.6124173981719794,1.6490906341612257,0,1,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,-0.46634610055611886,-0.16120400962166387,-0.4632869871388105,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1
0,-0.4255574307322131,-1.4888381675126903,-0.816474257708715,1,0,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,0.512581975217619,0.2879955174843225,0.46531009287198966,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0
0,0.7981026639849592,-0.054727084678022564,0.46238755775186285,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0
0,1.613876060463074,0.6656558606438002,1.6590228587800027,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-1.1597534875625164,0.46933903027896157,-0.873320861887421,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1
0,1.5730873906391682,0.5259048966552711,1.5007005614829105,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,1,1,0,0,0
0,-0.7518667893234591,0.5674974454613809,-0.4871946428583437,1,1,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0
0,0.9612573432805821,0.5325597044642487,0.9963764747007368,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0
0,-1.1597534875625164,-1.5071388889873785,-0.9654796009386362,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,0.0639066071546558,-1.5071388889873785,-0.708230588522667,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1.3691440415196396,1.3560921708252238,2.0014648686450798,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-0.3439800910844016,0.6074262923152465,-0.11306619958557611,0,1,1,1,0,1,1,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0.8796800036327707,0.6490188411213563,0.9640967446897127,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
0,-0.5887121100278361,1.0366613959942999,-0.24154787512979503,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,1
1,-0.017670732493155674,1.379383998156645,0.5407466572884946,1,1,0,1,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1
0,-0.7110781194995532,-1.5121299948441116,-0.8567525048906123,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,0
0,-1.2821194970342338,-0.45401555321667714,-0.9840256132798916,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
0,1.124412022576205,-0.0048160261106907415,0.7687263706066528,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0
1,-0.6702894496756475,0.46102052051773956,-0.471153660620054,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
0,1.1652006924001108,0.3478887877651206,1.0718789609620565,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
0,-1.1597534875625164,0.35787099947858736,-0.8736724450597672,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.023117937330750068,-0.676951614817426,-0.3637669754165996,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,-0.9558101384429878,0.13826234178232705,-0.7202283642789769,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.09924807214096716,-1.4705374460380018,-0.7485308096528359,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,-0.8334441289712705,-0.5005992078795201,-0.7353244667415864,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0
0,-0.5071347703800245,0.8054068246323289,-0.1806580644691091,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
0,1.4099327113435454,-0.4639977649301434,0.5411641623056554,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,0,0
1,-1.2413308272103278,0.35121619166960966,-0.9369354421337891,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0.023117937330750068,-0.44736074540769943,-0.2335493579589218,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0
1,1.124412022576205,1.5008342406704858,1.9240506488841285,0,1,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-0.6295007798517418,-1.5054751870351342,-0.8520500799604835,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0.7165253243371477,-1.500484081178401,-0.5612688224820074,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0
0,-0.9558101384429878,0.33125176824267666,-0.6953099069389487,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
0,0.8796800036327707,0.013484695363997498,0.5372967474098487,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0
0,1.3691440415196396,-1.5154573987486004,-0.461243409949549,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0
0,0.0639066071546558,0.30130513310227786,0.1028937640280007,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
0,0.7573139941610534,-0.2826542521355046,0.2804652400110405,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,1,0,0,0
0,-1.2005421573864221,-1.5237759085098224,-0.9836960040558171,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,-0.3439800910844016,0.1798548905884369,-0.2566000296958614,1,1,1,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0
1,1.124412022576205,0.81705273829804,1.3203164201211022,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1.5730873906391682,1.0898998584661208,1.932620488710064,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0
0,0.2678499562741845,-0.4606703610256548,-0.0985853676745721,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
0,-0.017670732493155674,0.9484851925253472,0.3027907714550164,1,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0
0,-0.46634610055611886,0.51425898298956,-0.23869126185448317,1,0,1,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1,1.5730873906391682,1.6688681378471695,2.516578164028624,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0
1,0.9204686734566764,1.168093850221607,1.4146725539994802,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,1
0,-1.2821194970342338,-1.508802590939623,-0.9979570964841047,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0
0,1.1652006924001108,0.49595826151487177,1.1534023090498027,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0
0,1.3691440415196396,1.2712433712607594,1.8918148667696475,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0
0,-0.26240275143659014,-1.5071388889873785,-0.7991807604189425,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0
0,0.7981026639849592,-1.3341138859539616,-0.46638531384511034,1,1,1,1,0,1,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0
0,1.5322987208152625,-1.4988203792261565,-0.3764239696210583,1,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0
0,-0.2216140816126844,-0.18116843304859642,-0.2982626356188713,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,-0.5479234402039304,-1.4738648499424907,-0.824187113552057,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,-0.2216140816126844,0.3428976819083877,-0.15864016830093616,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1
0,1.613876060463074,1.6855051573696136,2.696193217200925,1,1,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,1,0,1,0,1,1,0,1,0,0
0,1.3691440415196396,1.3095085161623805,2.008540479988545,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,1,0,0
1,1.4099327113435454,-0.011470833919668412,0.8612806407267574,1,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0
1,-0.7110781194995532,-0.3292379067983476,-0.6738193855292949,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
1,-0.7926554591473648,1.06328062723021,-0.4635506745180701,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0
1,-1.2413308272103278,0.8187164402502843,-0.9355730573409481,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1
0,-0.38476876090830736,-0.34920233022528036,-0.45752981269164356,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
0,-0.7110781194995532,0.6789654762617551,-0.47045049427536184,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
1,1.124412022576205,1.3677380844909344,1.8243108976792008,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,1,0,1,0,1
0,0.10469527697856156,1.0599532233257214,0.4891738006949796,1,0,0,1,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0
0,1.613876060463074,1.3511010649684905,2.3088804049651794,0,1,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,1,0,1,0,0
0,1.5730873906391682,-1.5071388889873785,-0.39679381966885896,1,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,0.2270612864502788,1.0017236549971675,0.5780364475054501,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0
1,0.512581975217619,0.3412339799561434,0.5229917070850176,1,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0
1,1.124412022576205,0.9434940866686139,1.5312443495804757,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0
1,0.6349479846893362,1.3178270259236025,1.2207524605023479,0,1,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,-1.078176147914705,-0.31925569508488133,-0.8640478557167933,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1
1,0.8796800036327707,-1.5287670143665555,-0.553402149000764,0,1,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0
0,-0.1400367419648729,0.3695169131442979,-0.0329931320837574,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
0,1.613876060463074,-1.4555641284678025,-0.38275246672328755,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0
0,1.0836233527522994,1.5457541933810843,1.8587440746208448,1,0,0,1,0,1,1,0,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0
0,1.4915100509913568,-0.37415785950894626,0.6654048658334499,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
0,-1.2821194970342338,0.3379065760516543,-0.9735660139025958,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
0,0.7981026639849592,-0.503926611784009,0.10777198054430266,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
0,-0.7518667893234591,-1.508802590939623,-0.877122354938413,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0
0,-0.7110781194995532,-1.4905018694649346,-0.8736284971632239,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0
0,1.3283553716957337,0.5857981669360691,1.285377842369211,0,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,1,0,0,0,0
0,-0.6702894496756475,0.3395702780038986,-0.47352684703339004,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,-1.078176147914705,-1.4705374460380018,-0.956997656905787,0,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
0,-0.4255574307322131,-1.4688737440857575,-0.807750600244878,0,1,1,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0
0,-0.5887121100278361,-1.492165571417179,-0.848995701150727,1,0,0,1,0,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0
1,-0.5071347703800245,0.6473551391691115,-0.23957021978534834,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
0,0.10469527697856156,1.0183606745196117,0.4956780893833819,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0
